,x1,x2,alpha,mean,stdev
0,0.0,-0.5,0.1,-0.5389375970667061,0.1996750931540251
1,0.0,-0.5,0.15000000000000002,-0.5708128394514915,0.20921441939367943
2,0.0,-0.5,0.20000000000000004,-0.6036493637959666,0.22080670586098858
3,0.0,-0.5,0.25000000000000006,-0.6322829034966162,0.23396346575475016
4,0.0,-0.5,0.30000000000000004,-0.6517282515821989,0.24844161619229335
5,0.0,-0.5,0.3500000000000001,-0.6576384997449622,0.26413656153758625
6,0.0,-0.5,0.40000000000000013,-0.6466883798539129,0.2809779768943973
7,0.0,-0.5,0.45000000000000007,-0.6168418569418463,0.29885241747031666
8,0.0,-0.5,0.5000000000000001,-0.5674795633630083,0.31756713838745376
9,0.0,-0.5,0.5500000000000002,-0.4993798548709947,0.3368582053147724
10,0.0,-0.5,0.6000000000000002,-0.4145655232903209,0.35643480307208236
11,0.0,-0.5,0.6500000000000001,-0.31604389213248396,0.3760439946290442
12,0.0,-0.5,0.7000000000000002,-0.20747901322340567,0.395537500471307
13,0.0,-0.5,0.7500000000000002,-0.09283965553879625,0.41492340507415154
14,0.0,-0.5,0.8000000000000002,0.023934587741962332,0.43438941274715104
15,0.0,-0.5,0.8500000000000002,0.13921377093419096,0.454289536969001
16,0.0,-0.5,0.9000000000000002,0.24988051540333345,0.4750929968959017
17,0.0,-0.5,0.9500000000000003,0.3534445324190756,0.49730257098302716
18,5e-02,-0.5,0.1,-0.42880059764570433,0.15977060404429316
19,0.05,-0.5,0.15000000000000002,-0.45593911333412507,0.1680732968937106
20,0.05,-0.5,0.20000000000000004,-0.48458541392096777,0.17822686660285317
21,0.05,-0.5,0.25000000000000006,-0.5099834730428938,0.189769933620385
22,0.05,-0.5,0.30000000000000004,-0.5275677529546101,0.2025179221407505
23,0.05,-0.5,0.3500000000000001,-0.5333883767509633,0.2164381524605728
24,0.05,-0.5,0.40000000000000013,-0.5244582865141183,0.23152990543039306
25,0.05,-0.5,0.45000000000000007,-0.49898584428001413,0.2477361564887667
26,0.05,-0.5,0.5000000000000001,-0.4564720103662694,0.2649030921328478
27,0.05,-0.5,0.5500000000000002,-0.397669276380725,0.28279031907140606
28,0.05,-0.5,0.6000000000000002,-0.3244172266015539,0.3011214373149666
29,0.05,-0.5,0.6500000000000001,-0.23938435569095873,0.3196562595843902
30,0.05,-0.5,0.7000000000000002,-0.14575553042027423,0.338263945934688
31,0.05,-0.5,0.7500000000000002,-0.04690806345638521,0.3569787267920984
32,0.05,-0.5,0.8000000000000002,0.05388338514069346,0.3760242678287191
33,0.05,-0.5,0.8500000000000002,0.15368109284503362,0.39579824302906086
34,0.05,-0.5,0.9000000000000002,0.25003779823674677,0.4168159198578544
35,0.05,-0.5,0.9500000000000003,0.341063208307105,0.4396209006376813
36,0.1,-0.5,0.1,-0.32625627743755103,0.12342429672097067
37,0.1,-0.5,0.15000000000000002,-0.3477798411911408,0.130512095073847
38,0.1,-0.5,0.20000000000000004,-0.37122778454227046,0.1392277261172805
39,0.1,-0.5,0.25000000000000006,-0.39233202529158007,0.14913277825607027
40,0.1,-0.5,0.30000000000000004,-0.4070245618061108,0.1600987779443387
41,0.1,-0.5,0.3500000000000001,-0.4118225298816469,0.17216325633206958
42,0.1,-0.5,0.40000000000000013,-0.4041341898123392,0.1853942393662405
43,0.1,-0.5,0.45000000000000007,-0.38245304584575024,0.19979153950134887
44,0.1,-0.5,0.5000000000000001,-0.34642302366864897,0.21524245322419672
45,0.1,-0.5,0.5500000000000002,-0.29677531581364747,0.23153435181692608
46,0.1,-0.5,0.6000000000000002,-0.23515444233464677,0.24841113731613854
47,0.1,-0.5,0.6500000000000001,-0.16386472485737613,0.26565167429572056
48,0.1,-0.5,0.7000000000000002,-0.08557678857050632,0.28314751041414604
49,0.1,-0.5,0.7500000000000002,-0.003035848273270858,0.30096098770603674
50,0.1,-0.5,0.8000000000000002,0.08119058634576959,0.31934981424855424
51,0.1,-0.5,0.8500000000000002,0.16489731192973522,0.33874964067994434
52,0.1,-0.5,0.9000000000000002,0.24634285398457223,0.3597134996001162
53,0.1,-0.5,0.9500000000000003,0.3242661902357895,0.3828170032156247
54,0.15000000000000002,-0.5,0.1,-0.23222492293780306,0.09123456685159348
55,0.15000000000000002,-0.5,0.15000000000000002,-0.24786554323441123,0.09715134422570479
56,0.15000000000000002,-0.5,0.20000000000000004,-0.2657194833741414,0.10446055280211557
57,0.15000000000000002,-0.5,0.25000000000000006,-0.2820545741690239,0.11274325727491678
58,0.15000000000000002,-0.5,0.30000000000000004,-0.2933459102478082,0.12192451501765818
59,0.15000000000000002,-0.5,0.3500000000000001,-0.29661705783291836,0.13210907846962733
60,0.15000000000000002,-0.5,0.40000000000000013,-0.28970222266184464,0.14343098673345223
61,0.15000000000000002,-0.5,0.45000000000000007,-0.2714005496052323,0.15594532917927323
62,0.15000000000000002,-0.5,0.5000000000000001,-0.2415093086408433,0.16958091437512351
63,0.15000000000000002,-0.5,0.5500000000000002,-0.20073986444867842,0.18415561356506974
64,0.15000000000000002,-0.5,0.6000000000000002,-0.15053635348817807,0.1994380618512519
65,0.15000000000000002,-0.5,0.6500000000000001,-0.09282943965001778,0.21523049928145035
66,0.15000000000000002,-0.5,0.7000000000000002,-0.02976455736029493,0.2314487243285836
67,0.15000000000000002,-0.5,0.7500000000000002,0.036555215772978045,0.2481806642137568
68,0.15000000000000002,-0.5,0.8000000000000002,0.10427691609720569,0.26571044715513215
69,0.15000000000000002,-0.5,0.8500000000000002,0.17193170466589436,0.2844998818369182
70,0.15000000000000002,-0.5,0.9000000000000002,0.23848415058341743,0.30512620729032025
71,0.15000000000000002,-0.5,0.9500000000000003,0.3032999040108848,0.32818531264397605
72,0.2,-0.5,0.1,-0.14688585111230168,0.06367720050043027
73,0.2,-0.5,0.15000000000000002,-0.1570077723238228,0.0684788289958775
74,0.2,-0.5,0.20000000000000004,-0.16951383459377212,0.07443510735342018
75,0.2,-0.5,0.25000000000000006,-0.1812215767017733,0.08114437164844629
76,0.2,-0.5,0.30000000000000004,-0.18916006934387042,0.08858328613046804
77,0.2,-0.5,0.3500000000000001,-0.190866051838384,0.0969200164233996
78,0.2,-0.5,0.40000000000000013,-0.18460213192952324,0.10635008694719271
79,0.2,-0.5,0.45000000000000007,-0.16947218655104734,0.11697994900698747
80,0.2,-0.5,0.5000000000000001,-0.14542436776014256,0.12877779484096735
81,0.2,-0.5,0.5500000000000002,-0.11314857108095566,0.1415923048461425
82,0.2,-0.5,0.6000000000000002,-0.07389024283111212,0.15521879904001015
83,0.2,-0.5,0.6500000000000001,-0.029213618777703232,0.16948409708965248
84,0.2,-0.5,0.7000000000000002,0.019246809929654773,0.18432574629037224
85,0.2,-0.5,0.7500000000000002,0.0700083731576342,0.19984894682972532
86,0.2,-0.5,0.8000000000000002,0.12190413524410815,0.21634994706286237
87,0.2,-0.5,0.8500000000000002,0.17416813034446932,0.2342986122605512
88,0.2,-0.5,0.9000000000000002,0.2264352345110865,0.2542787368741219
89,0.2,-0.5,0.9500000000000003,0.27866308337570445,0.2768945132743081
90,0.25,-0.5,0.1,-0.06978680891052136,0.04106552562496375
91,0.25,-0.5,0.15000000000000002,-0.07534805019486157,0.044814576044002186
92,0.25,-0.5,0.20000000000000004,-0.08336099981943335,0.04948828029380732
93,0.25,-0.5,0.25000000000000006,-0.09117292206769889,0.054701497611389274
94,0.25,-0.5,0.30000000000000004,-0.09634359378560475,0.06048230212757916
95,0.25,-0.5,0.3500000000000001,-0.09689766128735755,0.06705834547059966
96,0.25,-0.5,0.40000000000000013,-0.09150118747243141,0.07468036971766079
97,0.25,-0.5,0.45000000000000007,-0.07954126516642646,0.08349913262767812
98,0.25,-0.5,0.5000000000000001,-0.061102362020164946,0.09351623989625474
99,0.25,-0.5,0.5500000000000002,-0.03684871594282413,0.10460779213054673
100,0.25,-0.5,0.6000000000000002,-0.00783607489734095,0.1165942587789083
101,0.25,-0.5,0.6500000000000001,0.024713896841149108,0.12932427262323318
102,0.25,-0.5,0.7000000000000002,0.05963873167900147,0.1427495171184123
103,0.25,-0.5,0.7500000000000002,0.09602365551063485,0.15697796436212705
104,0.25,-0.5,0.8000000000000002,0.133324761470476,0.17229744760817758
105,0.25,-0.5,0.8500000000000002,0.17140994595683878,0.18916335511116417
106,0.25,-0.5,0.9000000000000002,0.21051476519107837,0.20814780021988388
107,0.25,-0.5,0.9500000000000003,0.2511243284226907,0.2298557380289531
108,0.30000000000000004,-0.5,0.1,-5.251748007140122e-06,0.023524970645348503
109,0.30000000000000004,-0.5,0.15000000000000002,-0.0024629186714264506,0.026291495841385102
110,0.30000000000000004,-0.5,0.20000000000000004,-0.007354208235028636,0.029769239742923954
111,0.30000000000000004,-0.5,0.25000000000000006,-0.012505542076723941,0.033589648577768576
112,0.30000000000000004,-0.5,0.30000000000000004,-0.015953389586229605,0.03783577065067299
113,0.30000000000000004,-0.5,0.3500000000000001,-0.016156452744553462,0.04279182983869741
114,0.30000000000000004,-0.5,0.40000000000000013,-0.012135108363736435,0.04875528475380259
115,0.30000000000000004,-0.5,0.45000000000000007,-0.003520288909157898,0.05590869338542334
116,0.30000000000000004,-0.5,0.5000000000000001,0.009491845131833543,0.06427457913963973
117,0.30000000000000004,-0.5,0.5500000000000002,0.026268303419101358,0.0737478738262968
118,0.30000000000000004,-0.5,0.6000000000000002,0.04592664764095389,0.08416898479424065
119,0.30000000000000004,-0.5,0.6500000000000001,0.06754831785747228,0.09540213605839044
120,0.30000000000000004,-0.5,0.7000000000000002,0.09038138969231113,0.10740142377965142
121,0.30000000000000004,-0.5,0.7500000000000002,0.11399878976749278,0.12025875940148939
122,0.30000000000000004,-0.5,0.8000000000000002,0.1383860534225505,0.13423004957768028
123,0.30000000000000004,-0.5,0.8500000000000002,0.16394484386546537,0.1497340799277645
124,0.30000000000000004,-0.5,0.9000000000000002,0.19141256136060747,0.16731827640276076
125,0.30000000000000004,-0.5,0.9500000000000003,0.2217120696012671,0.18759056600949145
126,0.35000000000000003,-0.5,0.1,0.06366051833674646,0.010983393519815624
127,0.35000000000000003,-0.5,0.15000000000000002,0.06249023444206614,0.012853067571213678
128,0.35000000000000003,-0.5,0.20000000000000004,0.05897268690569035,0.015242139489738652
129,0.35000000000000003,-0.5,0.25000000000000006,0.05487779840541407,0.01779697807035712
130,0.35000000000000003,-0.5,0.30000000000000004,0.05177121295037068,0.020668839742509805
131,0.35000000000000003,-0.5,0.3500000000000001,0.050836737990266556,0.02419858952629302
132,0.35000000000000003,-0.5,0.40000000000000013,0.052767639689591306,0.0287160558301253
133,0.35000000000000003,-0.5,0.45000000000000007,0.05774190624424591,0.03441017783073066
134,0.35000000000000003,-0.5,0.5000000000000001,0.06548315734721655,0.04130058516391977
135,0.35000000000000003,-0.5,0.5500000000000002,0.07539499299309682,0.04928812881634142
136,0.35000000000000003,-0.5,0.6000000000000002,0.08674458262748885,0.05822833246560674
137,0.35000000000000003,-0.5,0.6500000000000001,0.09886325065417623,0.06799590933935208
138,0.35000000000000003,-0.5,0.7000000000000002,0.11132910689480013,0.07853619884482076
139,0.35000000000000003,-0.5,0.7500000000000002,0.12409987055343663,0.08990733295719615
140,0.35000000000000003,-0.5,0.8000000000000002,0.13757240552922667,0.10231329205285518
141,0.35000000000000003,-0.5,0.8500000000000002,0.1525576792399761,0.11612126939586558
142,0.35000000000000003,-0.5,0.9000000000000002,0.17017379033927682,0.13185156375170848
143,0.35000000000000003,-0.5,0.9500000000000003,0.19167303990911932,0.15012926680393632
144,0.4,-0.5,0.1,0.12249568293373159,0.003197507814337879
145,0.4,-0.5,0.15000000000000002,0.12060653988282866,0.00428562573544357
146,0.4,-0.5,0.20000000000000004,0.11651057890821903,0.005720356865649964
147,0.4,-0.5,0.25000000000000006,0.11166698306078615,0.007148959919715574
148,0.4,-0.5,0.30000000000000004,0.10733921016480963,0.008839843965459608
149,0.4,-0.5,0.3500000000000001,0.1044451063089582,0.011194847937515347
150,0.4,-0.5,0.40000000000000013,0.10347131108187568,0.014533428280952486
151,0.4,-0.5,0.45000000000000007,0.10446508410450406,0.01899089747905252
152,0.4,-0.5,0.5000000000000001,0.1071040742592686,0.02455206925923813
153,0.4,-0.5,0.5500000000000002,0.1108315648016287,0.03112419397601092
154,0.4,-0.5,0.6000000000000002,0.1150335827192066,0.038588826285424344
155,0.4,-0.5,0.6500000000000001,0.11922691254358142,0.04683639597261995
156,0.4,-0.5,0.7000000000000002,0.12322482379158828,0.05579911640000764
157,0.4,-0.5,0.7500000000000002,0.1272506440448069,0.0654905449746456
158,0.4,-0.5,0.8000000000000002,0.13197765393215377,0.07605158196366692
159,0.4,-0.5,0.8500000000000002,0.1384857390230536,0.08779327460736772
160,0.4,-0.5,0.9000000000000002,0.1481387815783819,0.10121681444870297
161,0.4,-0.5,0.9500000000000003,0.1623996396431835,0.11698688141098205
162,0.45,-0.5,0.1,0.17769386134841625,0.001094123861948847
163,0.45,-0.5,0.15000000000000002,0.17306807311297234,0.0010044772473091971
164,0.45,-0.5,0.20000000000000004,0.16642161274194223,0.0012823101093592524
165,0.45,-0.5,0.25000000000000006,0.15900465146432907,0.001506342099225766
166,0.45,-0.5,0.30000000000000004,0.15188201180853866,0.0021601145487483986
